occurrence_shops,occurrence_amenities,distribution_shop,distribution_amenities,proximity_shops,proximity_amenities,proximity_transport,correlation_shops_amenities
2,70,NA,-0.0887760574455839,405.734325340663,409.192616148157,NA,0.0285714285714286
0,39,NA,-0.0200046877913751,NA,363.941889768098,NA,0
0,19,NA,NA,NA,281.389204342138,NA,0
2,81,NA,-0.131740160159907,444.161726945086,288.628517512409,NA,0.0246913580246914
11,90,-0.267742263702805,-0.0710610594409923,388.535132755284,402.043695370801,NA,0.122222222222222
0,40,NA,-0.148085681459588,NA,91.2756473300991,NA,0
1,34,NA,-0.151294302869373,507.498869279445,320.996510031488,NA,0.0294117647058824
2,46,NA,-0.13358911480238,228.868643673685,321.967040025151,371.559280127678,0.0434782608695652
7,31,-0.56226149146082,-0.276058322760331,449.64347740656,275.860382549259,NA,0.225806451612903
0,21,NA,-0.441939159063453,NA,357.174581371606,NA,0
0,16,NA,-0.711668569470695,NA,488.512372496797,NA,0
5,120,NA,-0.0265239105309016,471.752765263595,234.458851126761,NA,0.0416666666666667
20,52,NA,-0.14137757460516,435.003902839419,400.170393030737,NA,0.384615384615385
0,39,NA,NA,NA,198.137517667302,NA,0
0,43,NA,-0.0777248276405275,NA,460.211150587745,370.410399121322,0
0,14,NA,NA,NA,423.188380813837,NA,0
0,19,NA,-0.317910111580314,NA,313.545791798304,NA,0
2,23,NA,-0.261727346917003,384.686807416079,274.080819824455,NA,0.0869565217391304
0,9,NA,-0.907594006174042,NA,424.890395227087,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,15,NA,NA,NA,270.808874166428,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,10,NA,NA,NA,196.113789477727,NA,0
0,8,NA,NA,NA,543.29037184932,NA,0
0,2,NA,NA,NA,507.283588084572,NA,0
0,7,NA,NA,NA,341.64275837232,NA,0
0,41,NA,-0.175196851428897,NA,457.272737292853,NA,0
4,13,NA,-0.0787068147015898,199.641416103788,237.064948711874,NA,0.307692307692308
0,53,NA,NA,NA,429.236834248623,NA,0
0,9,NA,-0.603819178828003,NA,457.169537728312,NA,0
29,73,-0.232173213602478,-0.057851519496445,421.930411182532,351.429341894296,477.720172322801,0.397260273972603
0,51,NA,-0.21086211390488,NA,402.496451031005,NA,0
1,13,NA,-0.52779494469861,404.070449046585,469.888510886382,NA,0.0769230769230769
0,20,NA,-0.167037454154512,NA,330.955172852582,NA,0
83,171,-0.116666024172334,-0.0627341124767391,365.254549189793,368.795519538331,NA,0.485380116959064
18,41,-0.261539686821707,-0.300038264842213,541.112100641533,425.818339608428,NA,0.439024390243902
1,40,NA,-0.109806816573392,164.228764096518,241.00433135341,NA,0.025
26,78,-0.161090581989277,-0.0593145229278277,426.228243264465,404.981451214374,NA,0.333333333333333
4,70,-0.252834020350734,-0.111203726511415,462.795822065853,335.532076578963,NA,0.0571428571428571
29,189,-0.0950759964968204,-0.109035257525788,390.569355488111,343.068078951808,NA,0.153439153439153
14,198,-0.505200015396501,-0.0592663062775891,458.845952948983,379.593858774871,NA,0.0707070707070707
16,423,-0.398985193506275,-0.0194407119438903,334.281289831518,350.611090038982,NA,0.0378250591016548
0,246,NA,-0.0554851549221297,NA,343.582038807031,NA,0
20,65,-0.137496763581158,-0.104885945949396,271.064008704072,319.700375311074,NA,0.307692307692308
0,11,NA,-0.408966600988745,NA,385.402617842662,NA,0
0,51,NA,-0.349207612008585,NA,421.358152132125,NA,0
14,48,-0.141591244092692,-0.39648762565042,428.402210746924,417.313471809972,NA,0.291666666666667
4,35,NA,-0.415565324481533,417.54209226696,420.269159769791,NA,0.114285714285714
29,197,-0.0310275381310568,-0.0581779968990372,399.931673151326,350.634870337103,NA,0.147208121827411
38,238,-0.284096152880027,-0.0536262119455922,324.435110958133,382.608561860095,NA,0.159663865546218
58,118,-0.0969779327165881,-0.0652109496369633,197.649462580192,352.076143991896,NA,0.491525423728814
5,49,-0.13754620314629,-0.0246370455745316,442.771099023396,361.705466168773,NA,0.102040816326531
28,115,-0.414865808904004,-0.0970901927179989,277.694154844798,391.758020947572,NA,0.243478260869565
1,61,NA,-0.232918746261392,341.024331468821,463.83229394894,NA,0.0163934426229508
70,209,-0.191119790656798,-0.112806091023504,482.807886436369,394.869603764782,NA,0.334928229665072
902,652,-0.0056773997063481,-0.0202442654356011,346.93946727777,367.041285361181,NA,1.38343558282209
156,504,-0.0149786785176777,-0.0231154470767959,296.313139206837,303.397909056478,NA,0.30952380952381
78,267,-0.127067222534112,-0.0797842758535625,358.433085797384,353.91762189994,NA,0.292134831460674
2,65,NA,-0.0537183863547926,435.282029022831,325.111731994945,NA,0.0307692307692308
10,97,-0.270724794848641,-0.079909244034654,444.397875397487,433.560071901826,NA,0.103092783505155
1,48,NA,-0.023825704387753,343.537395705302,350.575902715634,NA,0.0208333333333333
1,48,NA,-0.0267187083530705,454.285074733019,383.501788435768,500.995803335298,0.0208333333333333
5,63,-0.263679066548289,-0.274053790598421,444.874988214922,243.367368094088,NA,0.0793650793650794
2,95,NA,-0.108367481606519,341.01684969164,356.350739025473,NA,0.0210526315789474
0,42,NA,-0.237334789493927,NA,447.880197762026,NA,0
0,125,NA,-0.0492451265092073,NA,347.232998890126,NA,0
0,5,NA,NA,NA,471.4129963853,NA,0
0,29,NA,-0.209910012688704,NA,354.926596136971,NA,0
0,8,NA,NA,NA,429.860977948435,NA,0
130,211,-0.0375038479976203,-0.034863544975239,429.551369002862,353.938628667138,NA,0.616113744075829
108,152,-0.0934127793586237,-0.0523977957183538,471.880063229736,318.252786724359,NA,0.710526315789474
0,25,NA,-0.0448729446216663,NA,330.937896147885,NA,0
0,6,NA,NA,NA,208.601152035926,NA,0
0,7,NA,NA,NA,489.571093638741,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,17,NA,-0.732560372772643,NA,379.296717280556,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,18,NA,NA,NA,306.386338287982,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,34,NA,NA,NA,416.105182599664,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,30,NA,-0.197697107590685,NA,280.6035684479,NA,0
0,29,NA,-0.305088681014953,NA,470.286609615697,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
5,52,-0.299922768744296,-0.0525359325863313,314.086295436588,358.56267617685,NA,0.0961538461538462
4,31,-0.410753903845652,-0.101905723041991,32.2385327157295,146.770338973371,NA,0.129032258064516
26,48,-0.0456365227344789,-0.0624093746234445,496.950371140681,425.507873012866,NA,0.541666666666667
0,12,NA,-0.180114486750483,NA,453.324125565733,NA,0
0,23,NA,NA,NA,259.693245261147,NA,0
348,400,-0.0118722348350546,-0.0217545216468605,239.145405249152,272.206066718706,NA,0.87
4,35,NA,-0.179391108223379,465.308705081027,464.832542941296,NA,0.114285714285714
1,18,NA,-0.204659683538936,418.50898006261,420.716721852493,NA,0.0555555555555556
14,22,-0.451895048579778,-0.0639463324680557,234.689821605097,410.699328553936,NA,0.636363636363636
0,38,NA,-0.528892860355832,NA,197.809381116796,NA,0
57,116,-0.154905125330899,-0.121684430318839,257.030709557853,409.717157989009,NA,0.491379310344828
31,402,-0.0269046260970256,-0.0570445001675706,385.492920656607,348.753224173904,NA,0.0771144278606965
2,247,NA,-0.0518321071871014,359.736559011996,362.622952429955,NA,0.00809716599190283
0,67,NA,-0.0619685422002887,NA,342.930922260458,NA,0
12,43,NA,-0.0688522276764571,464.798860206666,271.539906956364,NA,0.27906976744186
4,203,NA,-0.0282854819066263,380.545010042835,366.434786139933,NA,0.0197044334975369
4,172,-0.332730102142278,-0.0340169473874064,345.580638609468,306.087319933409,NA,0.0232558139534884
2,88,NA,-0.127846233447271,297.465561695427,390.548416378208,NA,0.0227272727272727
214,377,-0.0681865324835698,-0.072945928991143,404.693618552583,344.740655028225,NA,0.56763925729443
7,107,NA,-0.3154480273363,133.37521545291,362.812209825746,NA,0.0654205607476635
32,138,-0.10865577809371,-0.255825339033983,508.614102237192,453.266688753822,NA,0.231884057971014
100,219,-0.0262503468280037,-0.0399476446604973,139.780016202516,283.903216463591,NA,0.45662100456621
0,34,NA,-0.0786397678344964,NA,346.999868149839,NA,0
26,191,-0.0676081113442862,-0.0242771631566284,452.70778151436,425.368315355109,NA,0.136125654450262
25,171,-0.113326929674016,-0.0666750533604106,412.54634054555,331.134671991803,252.541737964624,0.146198830409357
4,37,-0.455235827451513,-0.0429288328364265,540.656972154695,475.269353493615,NA,0.108108108108108
259,297,-0.0122085591882954,-0.0390886034441939,310.072851894607,343.215552254642,NA,0.872053872053872
407,675,-0.0161207146083479,-0.0239004628794414,219.526236099244,299.735484660569,NA,0.602962962962963
341,592,-0.00902868922635343,-0.0191618880639506,202.778237776543,268.667239472337,NA,0.576013513513513
0,75,NA,-0.292954405948032,NA,328.938403001079,NA,0
47,164,-0.095074516414675,-0.114696090598859,471.086116211953,376.600820030138,NA,0.286585365853659
14,108,-0.655743117607917,-0.0513943715831368,442.251111519935,406.719377854478,NA,0.12962962962963
0,30,NA,-0.0835944739750695,NA,333.225460145363,NA,0
0,6,NA,NA,NA,390.299294368743,NA,0
34,159,-0.078977594553149,-0.0949300409616885,255.005548118126,270.385933113284,454.017169501804,0.213836477987421
0,43,NA,-0.113863998355217,NA,411.356199901569,NA,0
0,8,NA,-0.152682038672999,NA,532.542573625248,NA,0
0,18,NA,-0.058541370247831,NA,385.285825469819,NA,0
0,23,NA,-0.116265622961987,NA,239.253772992505,NA,0
0,0,NA,NA,NA,NA,NA,NA
19,18,-0.411754626868046,-0.162070869965614,270.466896319562,414.324799419863,NA,1.05555555555556
56,149,-0.0993127501573808,-0.0486895322085559,485.621788229698,366.886190788223,NA,0.375838926174497
8,48,-0.833544460226627,-0.084631861073821,421.088526918781,356.293988487078,NA,0.166666666666667
1,23,NA,-0.324935850478967,532.731410533295,381.516170290775,NA,0.0434782608695652
1,88,NA,-0.0965978800336634,396.570876740481,359.004475637702,NA,0.0113636363636364
0,17,NA,-0.586934685605274,NA,385.693100758225,NA,0
0,10,NA,NA,NA,219.496522570036,NA,0
0,1,NA,NA,NA,389.486763445804,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,16,NA,NA,NA,327.35488296493,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,36,NA,-0.18541597524439,NA,90.3845653350279,NA,0
0,20,NA,-0.493200326213747,NA,180.035116872571,NA,0
0,106,NA,-0.0428959921349871,NA,344.601114217759,NA,0
0,16,NA,NA,NA,243.734504475932,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,27,NA,NA,NA,386.577201151509,NA,0
0,86,NA,-0.414302780327916,NA,393.25872792801,NA,0
2,38,NA,-0.664137507567674,256.054525712777,300.715828408217,NA,0.0526315789473684
0,14,NA,NA,NA,428.256712267684,NA,0
0,2,NA,NA,NA,385.01762903077,NA,0
56,60,-0.418163276649246,-0.0486164681740813,349.241633559935,367.509694037018,NA,0.933333333333333
2,167,NA,-0.111255286301904,299.043860015022,186.195927994303,NA,0.0119760479041916
25,9,-0.121899528082853,-0.107973963982781,208.633277100429,227.083669620362,NA,2.77777777777778
0,19,NA,-0.170295727368751,NA,314.223790631568,NA,0
10,28,-0.130907152057609,-0.323068221328797,466.129571680417,393.051463324354,NA,0.357142857142857
54,92,-0.0813736048783528,-0.258763672034831,450.099581283157,375.898906241172,NA,0.58695652173913
0,44,NA,-0.0841036248550823,NA,304.509158120193,NA,0
8,381,NA,-0.0478084154419592,304.864836952462,290.687232527927,NA,0.020997375328084
0,167,NA,-0.35229840953836,NA,344.460602881268,NA,0
0,293,NA,-0.0287746341788975,NA,334.748840574495,NA,0
0,55,NA,-0.156755373427012,NA,331.72396157977,NA,0
1,8,NA,-0.265351695203606,506.136669991859,424.14821103101,NA,0.125
35,251,-0.123017896474032,-0.0461578537553546,408.712878680595,348.057819703241,NA,0.139442231075697
1,158,NA,-0.0831008931273588,482.364641582354,328.783589863381,NA,0.00632911392405063
0,178,NA,-0.0166211521785087,NA,411.927342075209,NA,0
1,112,NA,-0.112577537446557,382.425979323591,383.118319268702,NA,0.00892857142857143
9,141,NA,-0.125295556684516,487.187107962577,348.497156334257,NA,0.0638297872340425
9,21,-0.573529475042921,-0.0638328017170038,379.10446406887,469.019963100302,NA,0.428571428571429
13,260,-0.183970310236043,-0.0672751153400096,255.236963890966,316.393449214514,NA,0.05
17,35,-0.265889790973999,-0.0406099332041055,433.918339495473,412.378280122417,NA,0.485714285714286
0,80,NA,-0.0485243322050245,NA,409.011345273737,NA,0
35,123,-0.0734272442165866,-0.042032214968343,301.877870717031,293.970603388754,NA,0.284552845528455
7,25,-0.51417348603352,-0.100986348219593,420.367467180266,352.474258382387,NA,0.28
57,119,-0.0653057010607559,-0.0669008764675676,384.809284658333,380.390720672176,NA,0.478991596638655
44,111,-0.0929116460383097,-0.028519740748001,309.020523125576,335.625338309251,NA,0.396396396396396
30,150,-0.0528563360715857,-0.0417882342562068,347.191638280989,335.250943239191,NA,0.2
1,62,NA,-0.0662088530395724,382.892061025078,473.694221344269,NA,0.0161290322580645
96,205,-0.0507951814213565,-0.0202534005355555,433.205885920002,391.687772584307,NA,0.468292682926829
12,83,-0.177594596666921,-0.0645613356431165,435.578736913929,454.173988512207,NA,0.144578313253012
0,54,NA,-0.0858726362811018,NA,444.686049114373,NA,0
0,64,NA,-0.254844070518633,NA,239.54435406861,NA,0
0,81,NA,-0.0695981711807022,NA,399.175466758367,NA,0
4,66,-0.459701331199919,-0.262923942044196,455.640469946168,289.365237676829,171.648918560869,0.0606060606060606
0,23,NA,-0.116748764106132,NA,453.22319630354,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
1,9,NA,-0.817734163093521,268.432474326741,364.880605689368,NA,0.111111111111111
0,63,NA,-0.0732532106886552,NA,392.356788319693,NA,0
4,78,NA,-0.0827930174412373,391.950284788778,398.756113485663,NA,0.0512820512820513
0,41,NA,-0.141834793596716,NA,410.494897013135,NA,0
0,5,NA,NA,NA,491.411349612842,NA,0
8,41,-0.314709007701598,-0.166098762930507,316.440183585596,282.72249072796,NA,0.195121951219512
4,54,-0.0972109005519807,-0.105256123868052,272.420979444553,351.679514562213,NA,0.0740740740740741
0,0,NA,NA,NA,NA,NA,NA
0,1,NA,NA,NA,433.486606436673,NA,0
0,4,NA,NA,NA,378.477217766326,NA,0
0,51,NA,-0.668155555967349,NA,288.495792640432,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,11,NA,-0.474472922116593,NA,461.56990786218,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,4,NA,NA,NA,481.662284945815,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,120,NA,-0.125277120557616,NA,221.023815723361,NA,0
0,116,NA,-0.194820608369478,NA,282.245511649717,NA,0
3,101,-0.633814939470517,-0.111969457034287,418.594809711173,351.506577641458,NA,0.0297029702970297
0,44,NA,-0.700909624144457,NA,374.947155965693,NA,0
0,12,NA,NA,NA,411.059699688087,NA,0
0,6,NA,NA,NA,223.058240031487,NA,0
0,5,NA,-0.104199061410159,NA,526.163213300304,NA,0
0,4,NA,NA,NA,459.040007825831,NA,0
0,44,NA,-0.179501123363449,NA,260.055520327868,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,28,NA,-0.160642534544411,NA,388.665790367483,NA,0
0,60,NA,-0.222571996961832,NA,348.613025013945,NA,0
64,224,-0.191705313126776,-0.102212789187793,210.120865383788,211.905438204518,NA,0.285714285714286
0,175,NA,-0.124762906478992,NA,344.371175164032,NA,0
1,115,NA,-0.0644736998322794,410.377033947563,325.453919812576,NA,0.00869565217391304
0,44,NA,-0.0408622447592628,NA,310.738020440097,NA,0
2,62,NA,-0.181417292677613,245.01690276272,351.174922194454,NA,0.032258064516129
10,32,NA,NA,386.447321485278,370.185007938037,NA,0.3125
6,48,-0.568870994587847,-0.219200899948909,118.294130628985,407.275306516716,NA,0.125
36,254,-0.12441427123573,-0.0339940957829953,352.423443954142,365.87728398205,NA,0.141732283464567
33,77,-0.229986878721786,-0.116368399201795,436.574656131439,304.61684506232,NA,0.428571428571429
28,285,-0.0495395080650667,-0.063907146559619,469.896724689757,319.375138064215,NA,0.0982456140350877
6,22,NA,-0.123757665324863,486.618601352228,329.916824514212,NA,0.272727272727273
8,37,-0.266721018693644,-0.456061721285309,401.065176190251,425.339329985772,445.499862795281,0.216216216216216
1,44,NA,-0.101419701265992,497.688491648249,454.741328821903,NA,0.0227272727272727
3,8,NA,-0.277647394019006,315.496676597006,321.176929458397,NA,0.375
1,95,NA,-0.0911013288953342,555.226303199221,272.978123249518,NA,0.0105263157894737
1,47,NA,-0.138794019450216,404.760040312875,308.560093443598,NA,0.0212765957446809
51,78,-0.438090923699666,-0.043981304475922,397.059314742598,399.977696961584,NA,0.653846153846154
12,32,NA,-0.254210160735386,389.015299460591,436.673409105556,NA,0.375
75,190,-0.304689011097198,-0.124980796479821,321.854003023613,315.790963924097,NA,0.394736842105263
168,233,-0.0543600483246062,-0.0532343089780457,348.628057496988,339.189041428543,458.062834438352,0.721030042918455
0,40,NA,-0.0391343634728242,NA,410.712078124091,NA,0
0,38,NA,-0.0939411408883846,NA,486.555218487421,NA,0
4,45,NA,-0.0299666963470372,447.881192636448,405.863418204405,NA,0.0888888888888889
4,34,NA,-0.552719573113238,490.170963977282,379.17719656291,NA,0.117647058823529
0,0,NA,NA,NA,NA,NA,NA
7,68,-0.0521551514081624,-0.3488287381087,185.305557719888,379.120379458611,NA,0.102941176470588
15,40,-0.361429837475529,-0.051124202472919,373.374713374931,384.878379619701,335.189863834531,0.375
0,28,NA,-0.123570481554291,NA,487.441852731823,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
1,26,NA,-0.27802151579091,299.316512145396,387.340451812599,NA,0.0384615384615385
2,34,NA,-0.120892039674317,450.850658290888,489.814925771777,NA,0.0588235294117647
0,42,NA,-0.107248981860096,NA,480.718544856591,NA,0
0,0,NA,NA,NA,NA,NA,NA
4,9,NA,-0.164427847168867,153.196210919038,447.20554922144,NA,0.444444444444444
1,10,NA,-0.210273928266215,506.080969657385,383.585771100028,NA,0.1
0,5,NA,NA,NA,147.902469171668,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,35,NA,-0.407785988712589,NA,420.751748681668,NA,0
10,82,NA,-0.156785195945487,494.894607006498,331.532555976306,NA,0.121951219512195
0,2,NA,NA,NA,504.946307365184,NA,0
0,14,NA,-0.330662652268953,NA,309.007894270298,NA,0
0,31,NA,NA,NA,396.644409753504,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,12,NA,NA,NA,377.394200678158,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,37,NA,-0.0718562685465595,NA,316.484939314284,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,72,NA,-0.505761544615055,NA,379.901849104803,NA,0
0,23,NA,-0.150957114792,NA,412.489206589838,NA,0
0,39,NA,-0.14925201977491,NA,269.898231432711,NA,0
10,0,-0.516269306566862,NA,264.804851317446,NA,NA,Inf
0,43,NA,NA,NA,425.158155371152,NA,0
20,28,NA,-0.251333370891206,345.56735034988,399.58448798616,NA,0.714285714285714
0,9,NA,NA,NA,480.487640860823,NA,0
26,30,-0.126783554360099,-0.221602421960389,348.798331761642,339.754431601115,NA,0.866666666666667
4,66,-0.90595031434358,-0.196640067069298,388.775185816644,380.05570224806,324.385295476699,0.0606060606060606
0,8,NA,-0.720683204903129,NA,348.449775893433,NA,0
5,35,NA,NA,485.022793384198,356.530269709053,NA,0.142857142857143
0,26,NA,-0.252881854684899,NA,387.282001286074,NA,0
0,80,NA,-0.269720860354173,NA,414.218262622279,NA,0
0,91,NA,-0.0452602752802523,NA,289.792952136654,NA,0
1,33,NA,-0.370465196888067,504.731250682374,465.533132601383,NA,0.0303030303030303
0,22,NA,-0.689285594643496,NA,404.119419638849,NA,0
20,137,-0.330805923228548,-0.0649887279347078,476.445974144086,378.182413043997,NA,0.145985401459854
6,82,NA,-0.106810683712819,550.410476195937,422.170110791586,NA,0.0731707317073171
16,147,-0.107401729945247,-0.088576537285655,477.405202012257,284.510211535423,NA,0.108843537414966
20,142,-0.497855039246766,-0.0569729887820951,327.10728632883,367.066315902895,NA,0.140845070422535
0,63,NA,-0.137076258771001,NA,215.794253415503,NA,0
8,39,-0.526388570725029,-0.15051147574603,313.615518592682,273.471963891227,NA,0.205128205128205
1,27,NA,-0.106496715301701,170.394453422951,320.420026772127,NA,0.037037037037037
6,131,-0.100089929034496,-0.0799732493809048,365.540537754393,332.988265031581,NA,0.0458015267175573
25,118,-0.109269599982915,-0.0805766231077532,301.22130362369,361.525471276461,90.0707144577614,0.211864406779661
13,40,NA,-0.278355415579484,493.963035117887,347.123085791561,321.828783386705,0.325
27,62,-0.0443675160810562,NA,409.28680993973,398.087945505571,NA,0.435483870967742
3,96,-0.971475960343263,-0.0489614883534781,475.927320374757,355.570021608323,NA,0.03125
4,29,NA,-0.532993916614706,514.235188098413,429.618850531974,NA,0.137931034482759
2,29,NA,-0.163356062408875,536.575411513939,389.75674262019,427.984776534615,0.0689655172413793
0,60,NA,-0.0927696925939202,NA,402.522125994848,NA,0
22,68,-0.135893472706482,-0.0360107579916947,440.320646473062,472.447291771116,NA,0.323529411764706
0,5,NA,-0.923454079352586,NA,478.77880497203,NA,0
0,37,NA,-0.199365762199335,NA,325.674373500389,NA,0
0,6,NA,-0.777626628420249,NA,470.65761748009,NA,0
1,105,NA,-0.244034484830442,457.262850993139,410.486796920702,350.350577110761,0.00952380952380952
22,54,-0.0515072667502817,-0.12387518821954,177.359353898717,276.954338967691,NA,0.407407407407407
2,52,NA,-0.235243379817052,372.799076407426,416.321895244956,NA,0.0384615384615385
0,17,NA,NA,NA,401.353557725116,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,22,NA,NA,NA,300.211967945691,NA,0
0,38,NA,NA,NA,227.093783095571,NA,0
0,13,NA,NA,NA,244.659263414373,NA,0
0,21,NA,-0.751735242709274,NA,407.74850369174,NA,0
5,98,-0.263160832911664,-0.16322217914517,165.129702729715,334.631729175005,NA,0.0510204081632653
1,37,NA,-0.0525312675990021,133.885344137862,243.126742176148,NA,0.027027027027027
3,7,NA,-0.403548671309108,394.02490276124,300.250990523649,NA,0.428571428571429
0,8,NA,NA,NA,431.635711503272,NA,0
7,0,NA,NA,501.898404019707,NA,NA,Inf
0,97,NA,-0.319538824233358,NA,382.755673212777,NA,0
0,15,NA,-0.34013451480228,NA,463.462087323054,NA,0
0,4,NA,NA,NA,503.753625249304,NA,0
0,0,NA,NA,NA,NA,NA,NA
1,12,NA,-0.374664669286798,183.095081179543,296.781668892603,NA,0.0833333333333333
0,23,NA,-0.69097747200336,NA,308.351925239776,NA,0
10,12,NA,-0.253155574812702,518.748766030734,400.910215962245,NA,0.833333333333333
0,0,NA,NA,NA,NA,NA,NA
4,21,NA,-0.547080082263234,129.976165591868,276.222283806038,NA,0.19047619047619
0,8,NA,NA,NA,399.278424872937,NA,0
0,1,NA,NA,NA,207.912077764566,NA,0
0,57,NA,-0.292095176852262,NA,312.043766965719,NA,0
4,15,-0.235081657923645,-0.582640520557994,425.166468642293,325.726930670817,NA,0.266666666666667
0,0,NA,NA,NA,NA,NA,NA
0,20,NA,NA,NA,436.90914429845,NA,0
0,13,NA,NA,NA,289.324652406108,NA,0
0,15,NA,-0.0776234411678081,NA,425.080186531489,NA,0
0,9,NA,NA,NA,451.983383790542,NA,0
0,2,NA,NA,NA,500.126993870092,NA,0
3,41,-0.33098346310231,-0.0498086604883008,480.613270765815,385.77306028802,NA,0.0731707317073171
3,117,NA,-0.307024868528095,476.991883796858,363.607099740134,NA,0.0256410256410256
0,58,NA,-0.24955817553296,NA,339.055143218344,NA,0
0,54,NA,-0.165720518693894,NA,348.565924644231,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
6,33,NA,-0.234589845712394,319.072337993257,326.123400361228,NA,0.181818181818182
1,100,NA,-0.0421897628041342,257.894385460186,286.101056794199,NA,0.01
0,143,NA,-0.16305001926799,NA,374.754313747339,NA,0
0,177,NA,-0.127901716442207,NA,343.164853678106,NA,0
0,49,NA,-0.0889654106704033,NA,436.123718752935,NA,0
0,10,NA,-0.394329345953764,NA,369.723417608843,NA,0
6,27,NA,-0.331380742069381,25.8096768846062,239.654141280911,NA,0.222222222222222
0,22,NA,-0.122755006099824,NA,395.356106285058,NA,0
0,39,NA,NA,NA,299.434404593676,NA,0
19,59,-0.126597995170734,-0.0967823545024763,321.941970999572,345.441127617005,NA,0.322033898305085
0,47,NA,NA,NA,341.189233530181,NA,0
0,2,NA,NA,NA,394.862010017671,NA,0
7,53,-0.284500407690992,-0.185155091496719,450.778796252743,359.347890387123,NA,0.132075471698113
2,78,NA,-0.107854450061567,481.113122418373,311.441690793406,NA,0.0256410256410256
6,29,-0.157351602152897,-0.159405968968993,406.578879707572,418.851886822081,NA,0.206896551724138
19,60,NA,-0.11427229983809,296.503116137205,371.809876186371,NA,0.316666666666667
1,74,NA,-0.141403599016798,286.613914826374,333.670070074958,297.560148512241,0.0135135135135135
0,12,NA,-0.130974979505231,NA,447.001125673661,NA,0
84,55,-0.124609098136269,-0.0949121794304731,337.279030308183,401.705785892554,389.744050677327,1.52727272727273
0,36,NA,NA,NA,345.592224496253,NA,0
0,13,NA,NA,NA,421.149312325447,NA,0
1,40,NA,-0.192585894837465,503.745315422512,292.675631302204,NA,0.025
0,21,NA,-0.259290544230069,NA,432.293638552712,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,0,NA,NA,NA,NA,NA,NA
0,63,NA,-0.147807411848029,NA,315.149052373453,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,19,NA,-0.701060662276815,NA,243.802765065505,NA,0
0,1,NA,NA,NA,144.708464600582,NA,0
0,26,NA,-0.226064691931159,NA,398.382836698603,NA,0
0,0,NA,NA,NA,NA,NA,NA
13,16,-0.271847595449848,-0.0548418666120468,339.134802069665,346.605308940077,NA,0.8125
1,24,NA,-0.266179126587586,576.47286457376,348.186998827448,NA,0.0416666666666667
1,29,NA,-0.175758168157278,174.349840327736,315.50001237576,NA,0.0344827586206897
0,67,NA,-0.064394941346238,NA,247.709521923654,NA,0
14,43,-0.504870319014779,-0.516012979180752,167.007967263053,216.314593399523,NA,0.325581395348837
0,26,NA,-0.565248124499802,NA,204.634638066754,NA,0
4,27,-0.348197979779438,-0.455926450387211,403.507732399273,427.579264699854,NA,0.148148148148148
16,139,-0.427866084693782,-0.0155260391289958,224.182034220087,280.792659947586,NA,0.115107913669065
0,59,NA,-0.245604287894817,NA,422.225650241612,NA,0
1,0,NA,NA,83.6296644611106,NA,NA,Inf
0,8,NA,NA,NA,298.385782044166,NA,0
0,0,NA,NA,NA,NA,NA,NA
0,3,NA,-0.934883688199383,NA,429.023942105356,NA,0
0,2,NA,NA,NA,472.987668775449,NA,0
0,13,NA,NA,NA,493.381508203905,NA,0
0,85,NA,-0.0145042116977957,NA,354.322263515754,NA,0
15,39,-0.148188307902241,-0.0823813323145866,253.846563753829,236.005648282423,NA,0.384615384615385
0,2,NA,NA,NA,421.283951064753,NA,0
0,90,NA,-0.201733664695402,NA,448.889537402941,NA,0
4,1,NA,NA,532.878146654669,530.888065375324,NA,4
0,0,NA,NA,NA,NA,NA,NA
0,44,NA,-0.0835168603790315,NA,284.074293981178,NA,0
